x,y
0.0,5.0
0.10101010101010101,5.202020202020202
0.20202020202020202,5.404040404040404
0.30303030303030304,5.606060606060606
0.40404040404040403,5.808080808080808
0.5050505050505051,6.01010101010101
0.6060606060606061,6.212121212121212
0.7070707070707071,6.414141414141414
0.8080808080808081,6.616161616161616
0.9090909090909091,6.818181818181818
1.0101010101010102,7.020202020202021
1.1111111111111112,7.222222222222222
1.2121212121212122,7.424242424242424
1.3131313131313131,7.626262626262626
1.4141414141414141,7.828282828282829
1.5151515151515151,8.030303030303031
1.6161616161616161,8.232323232323232
1.7171717171717171,8.434343434343434
1.8181818181818181,8.636363636363637
1.9191919191919191,8.838383838383837
2.0202020202020203,9.040404040404042
2.121212121212121,9.242424242424242
2.2222222222222223,9.444444444444445
2.323232323232323,9.646464646464647
2.4242424242424243,9.848484848484848
2.525252525252525,10.05050505050505
2.6262626262626263,10.252525252525253
2.727272727272727,10.454545454545453
2.8282828282828283,10.656565656565657
2.929292929292929,10.858585858585858
3.0303030303030303,11.06060606060606
3.131313131313131,11.262626262626263
3.2323232323232323,11.464646464646464
3.3333333333333335,11.666666666666668
3.4343434343434343,11.868686868686869
3.5353535353535355,12.070707070707071
3.6363636363636362,12.272727272727273
3.7373737373737375,12.474747474747474
3.8383838383838382,12.676767676767676
3.9393939393939394,12.878787878787879
4.040404040404041,13.080808080808081
4.141414141414141,13.282828282828282
4.242424242424242,13.484848484848484
4.343434343434343,13.686868686868687
4.444444444444445,13.88888888888889
4.545454545454545,14.09090909090909
4.646464646464646,14.292929292929292
4.747474747474747,14.494949494949495
4.848484848484849,14.696969696969697
4.94949494949495,14.8989898989899
5.05050505050505,15.1010101010101
5.151515151515151,15.303030303030303
5.252525252525253,15.505050505050505
5.353535353535354,15.707070707070708
5.454545454545454,15.909090909090908
5.555555555555555,16.11111111111111
5.656565656565657,16.313131313131315
5.757575757575758,16.515151515151516
5.858585858585858,16.717171717171716
5.959595959595959,16.919191919191917
6.0606060606060606,17.12121212121212
6.161616161616162,17.323232323232325
6.262626262626262,17.525252525252526
6.363636363636363,17.727272727272727
6.4646464646464645,17.929292929292927
6.565656565656566,18.13131313131313
6.666666666666667,18.333333333333336
6.767676767676767,18.535353535353536
6.8686868686868685,18.737373737373737
6.96969696969697,18.939393939393938
7.070707070707071,19.141414141414142
7.171717171717171,19.343434343434343
7.2727272727272725,19.545454545454547
7.373737373737374,19.747474747474747
7.474747474747475,19.949494949494948
7.575757575757575,20.15151515151515
7.6767676767676765,20.353535353535353
7.777777777777778,20.555555555555557
7.878787878787879,20.757575757575758
7.979797979797979,20.95959595959596
8.080808080808081,21.161616161616163
8.181818181818182,21.363636363636363
8.282828282828282,21.565656565656564
8.383838383838384,21.767676767676768
8.484848484848484,21.96969696969697
8.585858585858587,22.171717171717173
8.686868686868687,22.373737373737374
8.787878787878787,22.575757575757574
8.88888888888889,22.77777777777778
8.98989898989899,22.97979797979798
9.09090909090909,23.18181818181818
9.191919191919192,23.383838383838384
9.292929292929292,23.585858585858585
9.393939393939394,23.78787878787879
9.494949494949495,23.98989898989899
9.595959595959595,24.19191919191919
9.696969696969697,24.393939393939394
9.797979797979798,24.595959595959595
9.8989898989899,24.7979797979798
10.0,25.0
